item,item_link,question,item_number,component,valence,type
frog1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/frog1.png"" style=""width: 450px; height: 600px;"">",Did you see a frog?,16,object,neutral,similar
text1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/text1.png"" style=""width: 450px; height: 600px;"">","Did you see red, threatening writing on a wall?",17,object,negative,same
casket1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/casket1.png"" style=""width: 450px; height: 600px;"">",Did you see a casket?,18,object,negative,same
food1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/food1.png"" style=""width: 450px; height: 600px;"">",Did you see some disgusting food?,19,object,negative,same
spoon1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/spoon1.png"" style=""width: 450px; height: 600px;"">",Did you see a close-up of a spoon?,20,object,negative,same
speedo1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/speedo1.png"" style=""width: 450px; height: 600px;"">",Did you see a man in a speedo?,21,object,negative,same
stretcher1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/stretcher1.png"" style=""width: 450px; height: 600px;"">",Did you see a person on a stretcher?,22,object,negative,same
soldier1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/soldier1.png"" style=""width: 450px; height: 600px;"">",Did you see a soldier standing?,23,object,negative,same
planecrash1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/planecrash1.png"" style=""width: 450px; height: 600px;"">",Did you see a plane crash on the ground?,24,object,negative,same
accident1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/accident1.png"" style=""width: 450px; height: 600px;"">",Did you see a taxi car accident?,25,object,negative,similar
preemie1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/preemie1.png"" style=""width: 450px; height: 600px;"">",Did you see a premature baby?,26,object,negative,similar
groom1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/groom1.png"" style=""width: 450px; height: 600px;"">",Did you see a groom?,27,object,negative,similar
bat1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bat1.png"" style=""width: 450px; height: 600px;"">",Did you see a bat?,28,object,negative,similar
homeless1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/homeless1.png"" style=""width: 450px; height: 600px;"">",Did you see a homeless person lying down?,29,object,negative,similar
absess1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/absess1.png"" style=""width: 450px; height: 600px;"">",Did you see a foot with an absess?,30,object,negative,similar
noose1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/noose1.png"" style=""width: 450px; height: 600px;"">",Did you see a noose?,31,object,negative,similar
bandage1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bandage1.png"" style=""width: 450px; height: 600px;"">",Did you see a person bandaging his/her knee?,32,object,negative,similar
carry_neu1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/carry_neu1.png"" style=""width: 450px; height: 600px;"">",Did you see a man carrying a happy child?,33,object,neutral,same
pottedplant1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pottedplant1.png"" style=""width: 450px; height: 600px;"">",Did you see a potted plant?,34,object,neutral,same
bird1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bird1.png"" style=""width: 450px; height: 600px;"">",Did you see a small bird?,35,object,neutral,same
stool2.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/stool2.png"" style=""width: 450px; height: 600px;"">",Did you see a stool?,36,object,neutral,same
valet1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/valet1.png"" style=""width: 450px; height: 600px;"">",Did you see a valet?,37,object,neutral,same
wrench2.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/wrench2.png"" style=""width: 450px; height: 600px;"">",Did you see a wrench?,38,object,neutral,same
moth1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/moth1.png"" style=""width: 450px; height: 600px;"">",Did you see a moth?,39,object,neutral,same
neutral1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/neutral1.png"" style=""width: 450px; height: 600px;"">",Did you see a close-up of a woman with a neutral facial expression?,40,object,neutral,same
trash1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/trash1.png"" style=""width: 450px; height: 600px;"">",Did you see a trash can?,41,object,neutral,similar
engineer plans1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/engineer plans1.png"" style=""width: 450px; height: 600px;"">",Did you see an engineer's plans?,42,object,neutral,similar
sheep1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/sheep1.png"" style=""width: 450px; height: 600px;"">",Did you see a sheep?,43,object,neutral,similar
icecreamtruck1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/icecreamtruck1.png"" style=""width: 450px; height: 600px;"">",Did you see an ice cream truck?,44,object,neutral,similar
house1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/house1.png"" style=""width: 450px; height: 600px;"">",Did you see a house at night?,45,object,neutral,similar
chipmunk1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/chipmunk1.png"" style=""width: 450px; height: 600px;"">",Did you see a chipmunk?,46,object,neutral,similar
plane1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/plane1.png"" style=""width: 450px; height: 600px;"">",Did you see an airplane flying?,47,object,neutral,similar
car1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/car1.png"" style=""width: 450px; height: 600px;"">",Did you see a close-up of a car turning a corner?,48,object,neutral,similar
paramedic2.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/paramedic2.png"" style=""width: 450px; height: 600px;"">",Did you see a single paramedic?,49,object,negative,same
ashtray1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/ashtray1.png"" style=""width: 450px; height: 600px;"">",Did you see an ashtray?,50,object,negative,same
vomit1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/vomit1.png"" style=""width: 450px; height: 600px;"">",Did you see a man vomiting?,51,object,negative,same
cut1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/cut1.png"" style=""width: 450px; height: 600px;"">",Did you see a finger with stitches?,52,object,negative,same
alien1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/alien1.png"" style=""width: 450px; height: 600px;"">",Did you see an alien?,53,object,negative,same
cat1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/cat1.png"" style=""width: 450px; height: 600px;"">",Did you see a dead cat?,54,object,negative,same
bodytracks1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bodytracks1.png"" style=""width: 450px; height: 600px;"">",Did you see the dead body of a person who had been run over?,55,object,negative,same
pointneu1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pointneu1.png"" style=""width: 450px; height: 600px;"">",Did you see a man holding a fork?,56,object,negative,same
angry1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/angry1.png"" style=""width: 450px; height: 600px;"">",Did you see a close-up of an angry man?,57,object,negative,similar
skull1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/skull1.png"" style=""width: 450px; height: 600px;"">",Did you see a skull?,58,object,negative,similar
neg1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/neg1.png"" style=""width: 450px; height: 600px;"">",Did you see a woman with a black eye?,59,object,negative,similar
wheelchair1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/wheelchair1.png"" style=""width: 450px; height: 600px;"">",Did you see a child in a wheelchair?,60,object,negative,similar
roaches1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/roaches1.png"" style=""width: 450px; height: 600px;"">",Did you see a few roaches on the floor?,61,object,negative,similar
drown1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/drown1.png"" style=""width: 450px; height: 600px;"">",Did you see a person drowning?,62,object,negative,similar
beggar1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/beggar1.png"" style=""width: 450px; height: 600px;"">",Did you see a beggar sitting?,63,object,negative,similar
butcher1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/butcher1.png"" style=""width: 450px; height: 600px;"">",Did you see a butcher?,64,object,negative,similar
bleachers1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bleachers1.png"" style=""width: 450px; height: 600px;"">",Did you see stadium bleachers?,65,background,neutral,same
building1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/building1.png"" style=""width: 450px; height: 600px;"">",Did you see a highrise building?,66,background,neutral,same
cornfield1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/cornfield1.png"" style=""width: 450px; height: 600px;"">",Did you see a cornfield?,67,background,neutral,same
fcrowd1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/fcrowd1.png"" style=""width: 450px; height: 600px;"">",Did you see a group of people's feet?,68,background,neutral,same
ground1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/ground1.png"" style=""width: 450px; height: 600px;"">",Did you see ground covered with leaves?,69,background,neutral,same
jungle1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/jungle1.png"" style=""width: 450px; height: 600px;"">",Did you see a jungle?,70,background,neutral,same
racetrack1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/racetrack1.png"" style=""width: 450px; height: 600px;"">",Did you see a racetrack?,71,background,neutral,same
swamp1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/swamp1.png"" style=""width: 450px; height: 600px;"">",Did you see a swamp?,72,background,neutral,same
childblackboard1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/childblackboard1.png"" style=""width: 450px; height: 600px;"">",Did you see a child at a blackboard?,73,background,neutral,same
citystreet1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/citystreet1.png"" style=""width: 450px; height: 600px;"">",Did you see a city street crosswalk?,74,background,neutral,same
diving1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/diving1.png"" style=""width: 450px; height: 600px;"">",Did you see a person deep-sea diving?,75,background,neutral,same
grass1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/grass1.png"" style=""width: 450px; height: 600px;"">",Did you see grass?,76,background,neutral,same
meadow1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/meadow1.png"" style=""width: 450px; height: 600px;"">",Did you see an African meadow?,77,background,neutral,same
store1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/store1.png"" style=""width: 450px; height: 600px;"">",Did you see a transaction at a store counter?,78,background,neutral,same
vine1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/vine1.png"" style=""width: 450px; height: 600px;"">",Did you see a close-up of a vine?,79,background,neutral,same
pebbles2.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pebbles2.png"" style=""width: 450px; height: 600px;"">",Did you see pebbles covering the ground?,80,background,neutral,same
bed1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bed1.png"" style=""width: 450px; height: 600px;"">",Did you see a close-up of a bed?,81,background,negative,same
churchinterior1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/churchinterior1.png"" style=""width: 450px; height: 600px;"">",Did you see a church interior?,82,background,negative,same
crumpled1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/crumpled1.png"" style=""width: 450px; height: 600px;"">",Did you see a crumpled piece of paper?,83,background,negative,same
face1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/face1.png"" style=""width: 450px; height: 600px;"">",Did you see a close-up of a woman's face?,84,background,negative,same
footprint1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/footprint1.png"" style=""width: 450px; height: 600px;"">",Did you see a footprint in the sand?,85,background,negative,same
monument1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/monument1.png"" style=""width: 450px; height: 600px;"">",Did you see a monument?,86,background,negative,same
steps1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/steps1.png"" style=""width: 450px; height: 600px;"">",Did you see steps outside?,87,background,negative,same
yell1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/yell1.png"" style=""width: 450px; height: 600px;"">",Did you see a person yelling?,88,background,negative,same
avenue1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/avenue1.png"" style=""width: 450px; height: 600px;"">",Did you see a street with stores lining the right-hand side?,89,background,negative,same
babyblanket1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/babyblanket1.png"" style=""width: 450px; height: 600px;"">",Did you see baby blankets?,90,background,negative,same
desk1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/desk1.png"" style=""width: 450px; height: 600px;"">",Did you see a writing desk?,91,background,negative,same
door1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/door1.png"" style=""width: 450px; height: 600px;"">",Did you see a front door of a house?,92,background,negative,same
floor1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/floor1.png"" style=""width: 450px; height: 600px;"">",Did you see a floor made of brick and tile?,93,background,negative,same
patternedblanket1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/patternedblanket1.png"" style=""width: 450px; height: 600px;"">",Did you see a close-up of a patterned blanket?,94,background,negative,same
redbrick1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/redbrick1.png"" style=""width: 450px; height: 600px;"">",Did you see a redbrick wall?,95,background,negative,same
track1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/track1.png"" style=""width: 450px; height: 600px;"">",Did you see a running track?,96,background,negative,same
pergola2.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/pergola2.png"" style=""width: 450px; height: 600px;"">",Did you see a pergola?,97,background,neutral,similar
bedroom1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bedroom1.png"" style=""width: 450px; height: 600px;"">",Did you see a bedroom with lots of furniture?,98,background,neutral,similar
branch1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/branch1.png"" style=""width: 450px; height: 600px;"">",Did you see a branch?,99,background,neutral,similar
dingywindow1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/dingywindow1.png"" style=""width: 450px; height: 600px;"">",Did you see a window in a dingy room?,100,background,neutral,similar
hotel1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/hotel1.png"" style=""width: 450px; height: 600px;"">",Did you see a hotel exterior?,101,background,neutral,similar
machinery1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/machinery1.png"" style=""width: 450px; height: 600px;"">",Did you see a close-up of machinery?,102,background,neutral,similar
treebark1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/treebark1.png"" style=""width: 450px; height: 600px;"">",Did you see a close-up of tree bark?,103,background,neutral,similar
wallhang1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/wallhang1.png"" style=""width: 450px; height: 600px;"">",Did you see a tapestry hanging on a wall?,104,background,neutral,similar
subway2.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/subway2.png"" style=""width: 450px; height: 600px;"">",Did you see a subway station?,105,background,neutral,similar
computer1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/computer1.png"" style=""width: 450px; height: 600px;"">",Did you see a man sitting at a computer?,106,background,neutral,similar
farm1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/farm1.png"" style=""width: 450px; height: 600px;"">",Did you see a farm?,107,background,neutral,similar
hospital1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/hospital1.png"" style=""width: 450px; height: 600px;"">",Did you see a hospital exterior?,108,background,neutral,similar
moon1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/moon1.png"" style=""width: 450px; height: 600px;"">",Did you see a moon in the sky?,109,background,neutral,similar
river1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/river1.png"" style=""width: 450px; height: 600px;"">",Did you see a river with twigs?,110,background,neutral,similar
sky1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/sky1.png"" style=""width: 450px; height: 600px;"">",Did you see clouds in the sky?,111,background,neutral,similar
town1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/town1.png"" style=""width: 450px; height: 600px;"">","Did you see a narrow road in a small town, with houses on either side?",112,background,neutral,similar
brick1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/brick1.png"" style=""width: 450px; height: 600px;"">",Did you see a brick wall?,113,background,negative,similar
counter1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/counter1.png"" style=""width: 450px; height: 600px;"">",Did you see a kitchen counter?,114,background,negative,similar
fence1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/fence1.png"" style=""width: 450px; height: 600px;"">",Did you see a wood fence?,115,background,negative,similar
firstaid1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/firstaid1.png"" style=""width: 450px; height: 600px;"">",Did you see a first aid kit?,116,background,negative,similar
licenseplate1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/licenseplate1.png"" style=""width: 450px; height: 600px;"">",Did you see a wall of license plates?,117,background,negative,similar
road1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/road1.png"" style=""width: 450px; height: 600px;"">",Did you see a dirt road through the countryside?,118,background,negative,similar
traintracks1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/traintracks1.png"" style=""width: 450px; height: 600px;"">",Did you see train tracks?,119,background,negative,similar
wall1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/wall1.png"" style=""width: 450px; height: 600px;"">",Did you see a room with a single piece of art in left corner of wall?,120,background,negative,similar
clockwall1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/clockwall1.png"" style=""width: 450px; height: 600px;"">",Did you see a wall with a clock?,121,background,negative,similar
grave1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/grave1.png"" style=""width: 450px; height: 600px;"">",Did you see a cemetery?,122,background,negative,similar
office1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/office1.png"" style=""width: 450px; height: 600px;"">",Did you see an office interior?,123,background,negative,similar
playground1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/playground1.png"" style=""width: 450px; height: 600px;"">",Did you see a playground?,124,background,negative,similar
shower1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/shower1.png"" style=""width: 450px; height: 600px;"">",Did you see a bathroom shower?,125,background,negative,similar
swimmingpool1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/swimmingpool1.png"" style=""width: 450px; height: 600px;"">",Did you see a swimming pool?,126,background,negative,similar
tunnel1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/tunnel1.png"" style=""width: 450px; height: 600px;"">",Did you see a small tunnel?,127,background,negative,similar
woodtable1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/woodtable1.png"" style=""width: 450px; height: 600px;"">",Did you see a wooden table?,128,background,negative,similar
sad1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/sad1.png"" style=""width: 450px; height: 600px;"">",Did you see a sad football player?,129,object,negative,new
explode1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/explode1.png"" style=""width: 450px; height: 600px;"">",Did you see a plane exploding in the air?,130,object,negative,new
tornado1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/tornado1.png"" style=""width: 450px; height: 600px;"">",Did you see a tornado?,131,object,negative,new
murder1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/murder1.png"" style=""width: 450px; height: 600px;"">",Did you see a murdered person on the ground with a head wound?,132,object,negative,new
starve1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/starve1.png"" style=""width: 450px; height: 600px;"">",Did you see a starving child?,133,object,negative,new
tiger1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/tiger1.png"" style=""width: 450px; height: 600px;"">",Did you see a tiger?,134,object,negative,new
firebike1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/firebike1.png"" style=""width: 450px; height: 600px;"">",Did you see a man on fire on a bike?,135,object,negative,new
punish1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/punish1.png"" style=""width: 450px; height: 600px;"">",Did you see a punishment written on a blackboard?,136,object,negative,new
fire1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/fire1.png"" style=""width: 450px; height: 600px;"">",Did you see a car on fire?,137,object,negative,new
shark1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/shark1.png"" style=""width: 450px; height: 600px;"">",Did you see a shark?,138,object,negative,new
poop1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/poop1.png"" style=""width: 450px; height: 600px;"">",Did you see dog poop?,139,object,negative,new
lionprey1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/lionprey1.png"" style=""width: 450px; height: 600px;"">",Did you see a lion with prey?,140,object,negative,new
ammo1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/ammo1.png"" style=""width: 450px; height: 600px;"">",Did you see a box of bullets?,141,object,negative,new
snake1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/snake1.png"" style=""width: 450px; height: 600px;"">",Did you see a snake?,142,object,negative,new
panda1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/panda1.png"" style=""width: 450px; height: 600px;"">",Did you see a panda poster?,143,object,negative,new
bride1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bride1.png"" style=""width: 450px; height: 600px;"">",Did you see a bride?,144,object,negative,new
cleaners1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/cleaners1.png"" style=""width: 450px; height: 600px;"">",Did you see a bucket of cleaning supplies?,145,object,neutral,new
bug1.png,"<img src=""http://web.stanford.edu/~jzhang18/psych251/my_tasks/pic/processed/bug1.png"" style=""width: 450px; height: 600px;"">",Did you see a single bug?,146,object,neutral,new
